orderNumber,orderDatetime,itemNumber,manageNumber,itemName,price,units,subtotal
423913-20260428-0364024598,2026-04-28T22:47:11+0900,R005,advancedlotion,【SKINFONIA アドバンスド ローション】 化粧水 150ml 敏感肌 セラミド ビタミンC 高保湿 ドクターズコスメ 乾燥肌 低刺激 肌荒れ 赤み ゆらぎ 毛穴 キメ ハリ エイジングケア しみ シワ くすみ 薄肌 うるおい ツヤ トーンアップ 柔肌 透明感 さっぱり,3990,1,3990
