orderNumber,orderDatetime,itemNumber,manageNumber,itemName,price,units,subtotal
423913-20260503-0930125159,2026-05-03T10:51:45+0900,R005,advancedlotion,【SKINFONIA アドバンスド ローション】 化粧水 150ml 敏感肌 セラミド ビタミンC 高保湿 ドクターズコスメ 乾燥肌 低刺激 肌荒れ 赤み ゆらぎ 毛穴 キメ ハリ エイジングケア しみ シワ くすみ 薄肌 うるおい ツヤ トーンアップ 柔肌 透明感 さっぱり,3990,1,3990
